Dataset,Pooling,Ablation,DNA_Model,Prot_Model,Network,Accuracy,Precision,Recall,Specificity,F1_Score,MCC,AUROC,AUPRC
Train3Val_UniProt,center,dna_prot,nt_v3_650m,esmc_600m,Hybrid_Transformer_XGBoost,0.7277,0.725,0.7304,0.725,0.7277,0.4554,0.7786,0.779
Train3Val_UniProt,center,dna_prot,nt_v2_500m,esmc_600m,PyTorch_Transformer,0.7254,0.7525,0.6687,0.7818,0.7081,0.4534,0.77,0.7727
Train3Val_UniProt,mean,prot,,esm1b_650m,PyTorch_Concat,0.7262,0.7392,0.6958,0.7564,0.7168,0.453,0.7879,0.7687
Train3Val_UniProt,mean,prot,None,esm1b_650m,PyTorch_Concat,0.7262,0.7392,0.6958,0.7564,0.7168,0.453,0.7879,0.7687
Train3Val_UniProt,center,dna_prot,nt_v3_650m,esmc_600m,PyTorch_Concat,0.7262,0.7195,0.738,0.7145,0.7286,0.4526,0.7838,0.7801
Train3Val_UniProt,center,dna_prot,nt_v3_650m,esm2_650m,PyTorch_Gating,0.7262,0.7296,0.7154,0.7369,0.7224,0.4524,0.7764,0.7651
Train3Val_UniProt,mean,dna_prot,nt_v1_500m,esm1b_650m,Pure_XGBoost_Concat,0.7262,0.7262,0.7229,0.7294,0.7245,0.4524,0.7798,0.7529
Train3Val_UniProt,mean,dna_prot,nt_v1_500m,esm1b_650m,Hybrid_Transformer_XGBoost,0.7262,0.7304,0.7139,0.7384,0.722,0.4524,0.7776,0.7624
Train3Val_UniProt,center,dna_prot,nt_v3_650m,esm1b_650m,PyTorch_CrossAttn,0.7254,0.7373,0.6973,0.7534,0.7167,0.4514,0.7886,0.7854
Train3Val_UniProt,center,bio_dna_prot,nt_v1_500m,esmc_600m,Hybrid_CrossAttn_XGBoost,0.7232,0.6943,0.7937,0.6532,0.7407,0.4513,0.7885,0.775
Train3Val_UniProt,center,dna_prot,nt_v3_650m,esm1b_650m,PyTorch_Concat,0.7247,0.7455,0.6792,0.7698,0.7108,0.4509,0.7855,0.78
Train3Val_UniProt,mean,bio_dna_geom_prot,nt_v2_500m,esm1b_650m,Pure_XGBoost_Concat,0.7232,0.6964,0.7877,0.6592,0.7392,0.4505,0.7887,0.7685
Train3Val_UniProt,center,dna_prot,nt_v2_500m,esm1b_650m,PyTorch_Concat,0.7247,0.7376,0.6943,0.7549,0.7153,0.45,0.7835,0.78
Train3Val_UniProt,mean,dna_prot,nt_v3_650m,esm1b_650m,PyTorch_Gating,0.7239,0.7475,0.6732,0.7743,0.7084,0.4499,0.7857,0.7741
Train3Val_UniProt,mean,bio_dna_geom_prot,nt_v2_500m,esm1b_650m,PyTorch_Concat,0.7239,0.745,0.6777,0.7698,0.7098,0.4495,0.7781,0.7653
Train3Val_UniProt,cls,bio_geom,nt_v2_500m,esm1b_650m,Pure_XGBoost_Concat,0.7224,0.6965,0.7846,0.6607,0.738,0.4487,0.7862,0.7772
Train3Val_UniProt,mean,dna_prot,nt_v2_500m,esm1b_650m,PyTorch_Concat,0.7239,0.7334,0.7003,0.7474,0.7165,0.4482,0.7888,0.7741
Train3Val_UniProt,center,bio_dna_prot,nt_v1_500m,esmc_600m,Hybrid_Concat_XGBoost,0.7217,0.6951,0.7861,0.6577,0.7378,0.4475,0.7887,0.783
Train3Val_UniProt,mean,dna_prot,nt_v3_650m,esm1b_650m,PyTorch_CrossAttn,0.7232,0.7398,0.6852,0.7608,0.7115,0.4474,0.7873,0.7705
Train3Val_UniProt,center,dna_prot,nt_v3_650m,esm2_650m,PyTorch_Concat,0.7232,0.7383,0.6883,0.7578,0.7124,0.4472,0.7747,0.7615
Train3Val_UniProt,center,dna_geom_prot,nt_v1_500m,esmc_600m,Pure_XGBoost_Concat,0.7232,0.7375,0.6898,0.7564,0.7128,0.4472,0.7847,0.7809
Train3Val_UniProt,center,dna_geom_prot,nt_v1_500m,esmc_600m,PyTorch_CrossAttn,0.7172,0.7842,0.5964,0.8371,0.6775,0.4468,0.7758,0.7731
Train3Val_UniProt,mean,dna_prot,nt_v2_500m,esm1b_650m,Hybrid_Concat_XGBoost,0.7232,0.733,0.6988,0.7474,0.7155,0.4467,0.7732,0.7543
Train3Val_UniProt,center,dna_prot,nt_v2_500m,esmc_600m,PyTorch_CrossAttn,0.7232,0.7316,0.7018,0.7444,0.7164,0.4466,0.7784,0.7742
Train3Val_UniProt,center,dna_prot,nt_v1_500m,esmc_600m,PyTorch_Concat,0.7202,0.7641,0.634,0.8057,0.693,0.4465,0.7713,0.7729
Train3Val_UniProt,center,dna_prot,nt_v3_650m,esm1b_650m,Hybrid_CrossAttn_XGBoost,0.7232,0.7273,0.7108,0.7354,0.719,0.4464,0.7887,0.7903
Train3Val_UniProt,center,dna_prot,nt_v3_650m,esmc_600m,Hybrid_Concat_XGBoost,0.7232,0.7185,0.7304,0.716,0.7244,0.4464,0.7854,0.7778
Train3Val_UniProt,mean,dna_prot,nt_v2_500m,esm1b_650m,PyTorch_Transformer,0.7217,0.7496,0.6627,0.7803,0.7034,0.4461,0.7841,0.7602
Train3Val_UniProt,center,bio_dna_prot,nt_v1_500m,esmc_600m,PyTorch_Concat,0.7224,0.7112,0.7455,0.6996,0.7279,0.4455,0.7895,0.784
Train3Val_UniProt,mean,dna_prot,nt_v3_650m,esm1b_650m,Hybrid_Concat_XGBoost,0.7224,0.7356,0.6913,0.7534,0.7127,0.4455,0.7842,0.7772
Train3Val_UniProt,mean,dna_prot,nt_v2_500m,esm1b_650m,PyTorch_Gating,0.7217,0.7462,0.6687,0.7743,0.7053,0.4455,0.7803,0.7553
Train3Val_UniProt,center,dna_prot,nt_v2_500m,esm2_650m,PyTorch_CrossAttn,0.7224,0.7137,0.7395,0.7055,0.7263,0.4452,0.7771,0.7574
Train3Val_UniProt,center,dna_prot,nt_v2_500m,esm2_650m,PyTorch_Gating,0.7224,0.7283,0.7063,0.7384,0.7171,0.445,0.7781,0.7674
Train3Val_UniProt,mean,dna_prot,nt_v1_500m,esm1b_650m,PyTorch_Transformer,0.7202,0.7575,0.6446,0.7952,0.6965,0.445,0.7829,0.7677
Train3Val_UniProt,center,dna_prot,nt_v2_500m,esm1b_650m,PyTorch_Transformer,0.7217,0.7421,0.6762,0.7668,0.7076,0.4449,0.7805,0.7779
Train3Val_UniProt,center,dna_prot,nt_v2_500m,esmc_600m,PyTorch_Concat,0.7187,0.7681,0.6235,0.8132,0.6883,0.4449,0.7672,0.7712
Train3Val_UniProt,center,dna_prot,nt_v1_500m,esm1b_650m,PyTorch_CrossAttn,0.7217,0.7414,0.6777,0.7653,0.7081,0.4448,0.7752,0.7753
Train3Val_UniProt,center,dna_prot,nt_v1_500m,esm2_650m,PyTorch_Transformer,0.7209,0.7491,0.6611,0.7803,0.7024,0.4447,0.7744,0.7649
Train3Val_UniProt,mean,dna_prot,nt_v1_500m,esm1b_650m,PyTorch_Concat,0.7209,0.7491,0.6611,0.7803,0.7024,0.4447,0.7732,0.7554
Train3Val_UniProt,center,dna_geom_prot,nt_v1_500m,esmc_600m,PyTorch_Concat,0.7172,0.7765,0.6069,0.8266,0.6813,0.4446,0.767,0.7728
Train3Val_UniProt,center,dna_prot,nt_v1_500m,esmc_600m,PyTorch_Transformer,0.7149,0.7886,0.5843,0.8445,0.6713,0.4444,0.7758,0.7753
Train3Val_UniProt,center,bio_dna_prot,nt_v1_500m,esmc_600m,PyTorch_Transformer,0.7194,0.6898,0.7937,0.6457,0.7381,0.4442,0.7908,0.7816
Train3Val_UniProt,center,bio_dna_prot,nt_v1_500m,esmc_600m,Hybrid_Transformer_XGBoost,0.7194,0.6908,0.7907,0.6487,0.7374,0.4438,0.7893,0.7792
Train3Val_UniProt,center,bio_geom,nt_v1_500m,esmc_600m,Pure_XGBoost_Concat,0.7194,0.6913,0.7892,0.6502,0.737,0.4436,0.7906,0.777
Train3Val_UniProt,center,prot,,esmc_600m,Hybrid_Concat_XGBoost,0.7217,0.7237,0.7139,0.7294,0.7187,0.4434,0.7824,0.7775
Train3Val_UniProt,center,prot,None,esmc_600m,Hybrid_Concat_XGBoost,0.7217,0.7237,0.7139,0.7294,0.7187,0.4434,0.7824,0.7775
Train3Val_UniProt,center,dna_prot,nt_v3_650m,esm2_650m,PyTorch_CrossAttn,0.7172,0.7713,0.6145,0.8191,0.684,0.4431,0.7687,0.7661
Train3Val_UniProt,center,dna_geom_prot,nt_v1_500m,esmc_600m,PyTorch_Transformer,0.7134,0.7925,0.5753,0.8505,0.6667,0.4431,0.7779,0.7774
Train3Val_UniProt,center,prot,,esmc_600m,PyTorch_Concat,0.7149,0.784,0.5904,0.8386,0.6735,0.443,0.7795,0.7769
Train3Val_UniProt,center,prot,None,esmc_600m,PyTorch_Concat,0.7149,0.784,0.5904,0.8386,0.6735,0.443,0.7795,0.7769
Train3Val_UniProt,center,dna_prot,nt_v3_650m,esm1b_650m,PyTorch_Transformer,0.7202,0.7429,0.6702,0.7698,0.7047,0.4423,0.7841,0.7757
Train3Val_UniProt,center,dna_prot,nt_v3_650m,esmc_600m,Hybrid_CrossAttn_XGBoost,0.7209,0.7147,0.7319,0.71,0.7232,0.442,0.7803,0.7797
Train3Val_UniProt,center,prot,,esmc_600m,Pure_XGBoost_Concat,0.7209,0.7274,0.7033,0.7384,0.7152,0.442,0.7761,0.7653
Train3Val_UniProt,center,prot,None,esmc_600m,Pure_XGBoost_Concat,0.7209,0.7274,0.7033,0.7384,0.7152,0.442,0.7761,0.7653
Train3Val_UniProt,center,dna_prot,nt_v1_500m,esmc_600m,Hybrid_CrossAttn_XGBoost,0.7209,0.7212,0.7169,0.725,0.719,0.4418,0.7798,0.7728
Train3Val_UniProt,mean,dna_prot,nt_v2_500m,esm1b_650m,PyTorch_CrossAttn,0.7202,0.7366,0.6822,0.7578,0.7084,0.4414,0.7806,0.76
Train3Val_UniProt,center,dna_prot,nt_v3_650m,esm1b_650m,PyTorch_Gating,0.7194,0.7441,0.6657,0.7728,0.7027,0.4411,0.7786,0.778
Train3Val_UniProt,center,dna_prot,nt_v2_500m,esm1b_650m,Pure_XGBoost_Concat,0.7202,0.7328,0.6898,0.7504,0.7106,0.441,0.7783,0.7801
Train3Val_UniProt,center,dna_prot,nt_v2_500m,esm2_650m,PyTorch_Transformer,0.7202,0.7328,0.6898,0.7504,0.7106,0.441,0.7715,0.7634
Train3Val_UniProt,cls,bio_dna_geom_prot,nt_v2_500m,esm1b_650m,PyTorch_CrossAttn,0.7194,0.7433,0.6672,0.7713,0.7032,0.4409,0.7725,0.759
Train3Val_UniProt,center,bio_dna_geom_prot,nt_v1_500m,esmc_600m,PyTorch_Concat,0.7172,0.7623,0.628,0.8057,0.6887,0.4408,0.781,0.7797
Train3Val_UniProt,mean,prot,,esm1b_650m,Hybrid_Concat_XGBoost,0.7202,0.7277,0.7003,0.7399,0.7137,0.4406,0.7762,0.7647
Train3Val_UniProt,mean,prot,None,esm1b_650m,Hybrid_Concat_XGBoost,0.7202,0.7277,0.7003,0.7399,0.7137,0.4406,0.7762,0.7647
Train3Val_UniProt,center,dna_prot,nt_v3_650m,esm2_650m,Hybrid_Transformer_XGBoost,0.7202,0.7149,0.7289,0.7115,0.7218,0.4405,0.7789,0.7634
Train3Val_UniProt,mean,dna_prot,nt_v2_500m,esm1b_650m,Hybrid_CrossAttn_XGBoost,0.7202,0.727,0.7018,0.7384,0.7142,0.4405,0.7771,0.757
Train3Val_UniProt,center,bio_dna_geom_prot,nt_v1_500m,esmc_600m,Pure_XGBoost_Concat,0.7172,0.6881,0.7907,0.6442,0.7358,0.4395,0.7932,0.7851
Train3Val_UniProt,mean,dna_prot,nt_v1_500m,esm1b_650m,Hybrid_Concat_XGBoost,0.7194,0.728,0.6973,0.7414,0.7123,0.4392,0.7759,0.7715
Train3Val_UniProt,center,dna_prot,nt_v1_500m,esm2_650m,Pure_XGBoost_Concat,0.7194,0.7259,0.7018,0.7369,0.7136,0.439,0.7745,0.7704
Train3Val_UniProt,center,dna_prot,nt_v2_500m,esm1b_650m,Hybrid_CrossAttn_XGBoost,0.7194,0.7238,0.7063,0.7324,0.7149,0.4389,0.7804,0.7683
Train3Val_UniProt,mean,dna_prot,nt_v3_650m,esm1b_650m,Pure_XGBoost_Concat,0.7194,0.7177,0.7199,0.719,0.7188,0.4389,0.776,0.7617
Train3Val_UniProt,cls,bio_dna_geom_prot,nt_v2_500m,esm1b_650m,PyTorch_Gating,0.7172,0.7531,0.6431,0.7907,0.6937,0.4387,0.7865,0.7715
Train3Val_UniProt,mean,bio_dna_prot,nt_v2_500m,esm1b_650m,PyTorch_Concat,0.7187,0.7044,0.75,0.6876,0.7265,0.4384,0.7761,0.757
Train3Val_UniProt,mean,dna_prot,nt_v1_500m,esm1b_650m,PyTorch_CrossAttn,0.7187,0.7334,0.6837,0.7534,0.7077,0.4382,0.773,0.766
Train3Val_UniProt,center,dna_prot,nt_v1_500m,esm1b_650m,Pure_XGBoost_Concat,0.7187,0.7305,0.6898,0.7474,0.7095,0.4379,0.7789,0.7689
Train3Val_UniProt,mean,dna_geom_prot,nt_v2_500m,esm1b_650m,Pure_XGBoost_Concat,0.7187,0.7276,0.6958,0.7414,0.7113,0.4377,0.787,0.7736
Train3Val_UniProt,mean,dna_prot,nt_v3_650m,esm1b_650m,PyTorch_Transformer,0.7127,0.7782,0.5919,0.8326,0.6724,0.4375,0.7861,0.775
Train3Val_UniProt,mean,dna_prot,nt_v3_650m,esm1b_650m,Hybrid_CrossAttn_XGBoost,0.7187,0.7247,0.7018,0.7354,0.7131,0.4375,0.7717,0.7559
Train3Val_UniProt,center,dna_prot,nt_v2_500m,esmc_600m,PyTorch_Gating,0.7179,0.7353,0.6777,0.7578,0.7053,0.437,0.7742,0.7712
Train3Val_UniProt,mean,bio_dna_geom_prot,nt_v2_500m,esm1b_650m,PyTorch_Gating,0.7179,0.7087,0.7364,0.6996,0.7223,0.4363,0.7733,0.764
Train3Val_UniProt,cls,bio_dna_geom_prot,nt_v2_500m,esm1b_650m,PyTorch_Transformer,0.7157,0.7531,0.6386,0.7922,0.6911,0.4361,0.7769,0.7619
Train3Val_UniProt,mean,bio_dna_prot,nt_v2_500m,esm1b_650m,PyTorch_CrossAttn,0.7179,0.713,0.7259,0.71,0.7194,0.436,0.7751,0.765
Train3Val_UniProt,mean,prot,,esm1b_650m,Pure_XGBoost_Concat,0.7179,0.7156,0.7199,0.716,0.7177,0.4359,0.7806,0.7628
Train3Val_UniProt,mean,prot,None,esm1b_650m,Pure_XGBoost_Concat,0.7179,0.7156,0.7199,0.716,0.7177,0.4359,0.7806,0.7628
Train3Val_UniProt,center,dna_prot,nt_v1_500m,esmc_600m,Hybrid_Transformer_XGBoost,0.7179,0.7182,0.7139,0.722,0.716,0.4358,0.777,0.7727
Train3Val_UniProt,center,dna_prot,nt_v1_500m,esmc_600m,PyTorch_CrossAttn,0.7104,0.7837,0.5783,0.8416,0.6655,0.4354,0.772,0.7715
Train3Val_UniProt,center,dna_prot,nt_v1_500m,esm1b_650m,PyTorch_Transformer,0.7157,0.7478,0.6476,0.7833,0.6941,0.435,0.7681,0.7692
Train3Val_UniProt,center,dna_prot,nt_v3_650m,esmc_600m,PyTorch_Gating,0.7119,0.7692,0.6024,0.8206,0.6757,0.4336,0.7713,0.7711
Train3Val_UniProt,center,dna_geom_prot,nt_v1_500m,esmc_600m,Hybrid_Gating_XGBoost,0.7142,0.754,0.6325,0.7952,0.688,0.4336,0.7712,0.7755
Train3Val_UniProt,mean,bio_geom,nt_v2_500m,esm1b_650m,Pure_XGBoost_Concat,0.7134,0.6812,0.7982,0.6293,0.7351,0.4336,0.7859,0.7699
Train3Val_UniProt,cls,bio_dna_prot,nt_v2_500m,esm1b_650m,Hybrid_CrossAttn_XGBoost,0.7149,0.6903,0.7756,0.6547,0.7305,0.4334,0.7691,0.7562
Train3Val_UniProt,mean,dna_prot,nt_v3_650m,esm1b_650m,Hybrid_Transformer_XGBoost,0.7164,0.727,0.6898,0.7429,0.7079,0.4333,0.7751,0.7573
Train3Val_UniProt,center,dna_prot,nt_v2_500m,esmc_600m,Hybrid_CrossAttn_XGBoost,0.7164,0.7115,0.7244,0.7085,0.7179,0.433,0.7795,0.7786
Train3Val_UniProt,cls,dna_geom_prot,nt_v2_500m,esm1b_650m,Pure_XGBoost_Concat,0.7164,0.722,0.7003,0.7324,0.711,0.433,0.7812,0.7695
Train3Val_UniProt,center,bio_dna_prot,nt_v1_500m,esmc_600m,PyTorch_Gating,0.7149,0.6951,0.762,0.6682,0.727,0.432,0.7853,0.7769
Train3Val_UniProt,mean,bio_dna_prot,nt_v2_500m,esm1b_650m,Hybrid_Gating_XGBoost,0.7142,0.6894,0.7756,0.6532,0.73,0.432,0.7729,0.7602
Train3Val_UniProt,mean,dna_prot,nt_v1_500m,esm1b_650m,Hybrid_CrossAttn_XGBoost,0.7157,0.7266,0.6883,0.7429,0.7069,0.4318,0.7714,0.7559
Train3Val_UniProt,center,dna_prot,nt_v3_650m,esmc_600m,Pure_XGBoost_Concat,0.7157,0.7237,0.6943,0.7369,0.7087,0.4316,0.778,0.7737
Train3Val_UniProt,center,dna_prot,nt_v2_500m,esmc_600m,Hybrid_Transformer_XGBoost,0.7157,0.7086,0.7289,0.7025,0.7186,0.4316,0.7714,0.7634
Train3Val_UniProt,mean,bio_dna_prot,nt_v2_500m,esm1b_650m,Hybrid_CrossAttn_XGBoost,0.7142,0.6904,0.7726,0.6562,0.7292,0.4316,0.779,0.7649
Train3Val_UniProt,center,dna_prot,nt_v2_500m,esm2_650m,Pure_XGBoost_Concat,0.7157,0.7223,0.6973,0.7339,0.7096,0.4315,0.7675,0.7593
Train3Val_UniProt,center,dna_prot,nt_v2_500m,esmc_600m,Pure_XGBoost_Concat,0.7157,0.7189,0.7048,0.7265,0.7118,0.4314,0.7695,0.7624
Train3Val_UniProt,center,dna_prot,nt_v1_500m,esm2_650m,Hybrid_CrossAttn_XGBoost,0.7157,0.7149,0.7139,0.7175,0.7144,0.4313,0.7658,0.7529
Train3Val_UniProt,mean,dna_prot,nt_v3_650m,esm1b_650m,PyTorch_Concat,0.7149,0.7219,0.6958,0.7339,0.7086,0.4301,0.7848,0.7697
Train3Val_UniProt,center,dna_prot,nt_v3_650m,esm1b_650m,Hybrid_Concat_XGBoost,0.7149,0.7165,0.7078,0.722,0.7121,0.4299,0.7751,0.7704
Train3Val_UniProt,center,dna_prot,nt_v2_500m,esm2_650m,Hybrid_CrossAttn_XGBoost,0.7149,0.7191,0.7018,0.728,0.7104,0.4299,0.7753,0.7684
Train3Val_UniProt,center,dna_prot,nt_v3_650m,esm1b_650m,Hybrid_Gating_XGBoost,0.7149,0.7152,0.7108,0.719,0.713,0.4298,0.7729,0.773
Train3Val_UniProt,cls,bio_geom,nt_v2_500m,esm1b_650m,PyTorch_Concat,0.7142,0.7271,0.6822,0.7459,0.704,0.429,0.7699,0.7649
Train3Val_UniProt,center,dna_prot,nt_v1_500m,esmc_600m,Pure_XGBoost_Concat,0.7142,0.7242,0.6883,0.7399,0.7058,0.4288,0.7719,0.7723
Train3Val_UniProt,mean,dna_prot,nt_v1_500m,esm1b_650m,PyTorch_Gating,0.7119,0.75,0.6325,0.7907,0.6863,0.4288,0.7767,0.7608
Train3Val_UniProt,center,dna_prot,nt_v1_500m,esm2_650m,Hybrid_Gating_XGBoost,0.7142,0.716,0.7063,0.722,0.7111,0.4284,0.7722,0.7571
Train3Val_UniProt,center,dna_prot,nt_v2_500m,esm2_650m,Hybrid_Concat_XGBoost,0.7142,0.7096,0.7214,0.707,0.7155,0.4284,0.7744,0.7705
Train3Val_UniProt,center,dna_geom_prot,nt_v1_500m,esmc_600m,Hybrid_CrossAttn_XGBoost,0.7142,0.7121,0.7154,0.713,0.7137,0.4284,0.7717,0.77
Train3Val_UniProt,center,dna_prot,nt_v1_500m,esm2_650m,Hybrid_Concat_XGBoost,0.7142,0.7147,0.7093,0.719,0.712,0.4283,0.7679,0.7546
Train3Val_UniProt,center,bio_dna_geom_prot,nt_v1_500m,esmc_600m,Hybrid_Transformer_XGBoost,0.7134,0.726,0.6822,0.7444,0.7034,0.4275,0.7725,0.7712
Train3Val_UniProt,mean,dna_prot,nt_v1_500m,esm1b_650m,Hybrid_Gating_XGBoost,0.7134,0.7224,0.6898,0.7369,0.7057,0.4272,0.7692,0.7537
Train3Val_UniProt,center,bio_dna_prot,nt_v1_500m,esmc_600m,Pure_XGBoost_Concat,0.7112,0.6838,0.7816,0.6413,0.7294,0.427,0.7835,0.7645
Train3Val_UniProt,center,dna_prot,nt_v2_500m,esm2_650m,Hybrid_Gating_XGBoost,0.7134,0.7163,0.7033,0.7235,0.7097,0.4269,0.7657,0.7598
Train3Val_UniProt,center,dna_prot,nt_v3_650m,esm2_650m,Hybrid_CrossAttn_XGBoost,0.7134,0.713,0.7108,0.716,0.7119,0.4268,0.7757,0.7656
Train3Val_UniProt,mean,dna_geom_prot,nt_v2_500m,esm1b_650m,PyTorch_Transformer,0.7127,0.7315,0.6687,0.7564,0.6987,0.4267,0.7742,0.7579
Train3Val_UniProt,center,dna_prot,nt_v2_500m,esm1b_650m,PyTorch_Gating,0.7127,0.73,0.6717,0.7534,0.6996,0.4265,0.777,0.7746
Train3Val_UniProt,mean,bio_dna_geom_prot,nt_v2_500m,esm1b_650m,PyTorch_CrossAttn,0.7082,0.7649,0.5979,0.8176,0.6712,0.4261,0.7756,0.7653
Train3Val_UniProt,center,dna_prot,nt_v1_500m,esm1b_650m,Hybrid_Transformer_XGBoost,0.7127,0.7213,0.6898,0.7354,0.7052,0.4257,0.7753,0.7678
Train3Val_UniProt,center,dna_geom_prot,nt_v1_500m,esmc_600m,Hybrid_Transformer_XGBoost,0.7127,0.7213,0.6898,0.7354,0.7052,0.4257,0.7721,0.768
Train3Val_UniProt,mean,dna_prot,nt_v2_500m,esm1b_650m,Hybrid_Gating_XGBoost,0.7127,0.7199,0.6928,0.7324,0.7061,0.4256,0.7732,0.7538
Train3Val_UniProt,mean,bio_dna_prot,nt_v2_500m,esm1b_650m,Pure_XGBoost_Concat,0.7097,0.6787,0.7922,0.6278,0.7311,0.4256,0.7759,0.7575
Train3Val_UniProt,center,dna_prot,nt_v2_500m,esm2_650m,Hybrid_Transformer_XGBoost,0.7127,0.7075,0.7214,0.704,0.7144,0.4255,0.7766,0.7604
Train3Val_UniProt,center,dna_prot,nt_v1_500m,esm2_650m,PyTorch_Gating,0.7119,0.7251,0.6792,0.7444,0.7014,0.4246,0.767,0.7648
Train3Val_UniProt,center,bio_geom,nt_v1_500m,esmc_600m,PyTorch_Concat,0.7112,0.7329,0.6611,0.7608,0.6952,0.4242,0.7649,0.7618
Train3Val_UniProt,center,dna_prot,nt_v1_500m,esm1b_650m,Hybrid_Concat_XGBoost,0.7119,0.7141,0.7033,0.7205,0.7086,0.4239,0.77,0.7694
Train3Val_UniProt,center,dna_prot,nt_v1_500m,esm2_650m,PyTorch_CrossAttn,0.7112,0.7283,0.6702,0.7519,0.698,0.4235,0.7663,0.758
Train3Val_UniProt,center,dna_prot,nt_v3_650m,esm1b_650m,Pure_XGBoost_Concat,0.7112,0.7211,0.6852,0.7369,0.7027,0.4228,0.783,0.7845
Train3Val_UniProt,mean,bio_dna_prot,nt_v2_500m,esm1b_650m,PyTorch_Gating,0.7097,0.6874,0.7651,0.6547,0.7242,0.4223,0.7753,0.7525
Train3Val_UniProt,mean,dna_geom_prot,nt_v2_500m,esm1b_650m,PyTorch_CrossAttn,0.7104,0.7249,0.6747,0.7459,0.6989,0.4217,0.7728,0.7484
Train3Val_UniProt,center,dna_prot,nt_v1_500m,esm1b_650m,Hybrid_CrossAttn_XGBoost,0.7104,0.7165,0.6928,0.728,0.7044,0.421,0.7726,0.7793
Train3Val_UniProt,center,dna_prot,nt_v3_650m,esm1b_650m,Hybrid_Transformer_XGBoost,0.7104,0.7152,0.6958,0.725,0.7053,0.4209,0.7838,0.7824
Train3Val_UniProt,center,dna_prot,nt_v3_650m,esm2_650m,Hybrid_Gating_XGBoost,0.7104,0.7087,0.7108,0.71,0.7098,0.4209,0.7709,0.7678
Train3Val_UniProt,center,dna_prot,nt_v1_500m,esmc_600m,Hybrid_Gating_XGBoost,0.7097,0.7127,0.6988,0.7205,0.7057,0.4194,0.7715,0.7634
Train3Val_UniProt,center,dna_prot,nt_v3_650m,esmc_600m,Hybrid_Gating_XGBoost,0.7097,0.7089,0.7078,0.7115,0.7084,0.4193,0.774,0.7737
Train3Val_UniProt,mean,bio_geom,nt_v2_500m,esm1b_650m,PyTorch_Concat,0.7097,0.7089,0.7078,0.7115,0.7084,0.4193,0.7656,0.7632
Train3Val_UniProt,mean,bio_dna_prot,nt_v2_500m,esm1b_650m,Hybrid_Concat_XGBoost,0.7074,0.6827,0.7711,0.6442,0.7242,0.4186,0.77,0.7567
Train3Val_UniProt,cls,bio_dna_prot,nt_v2_500m,esm1b_650m,Hybrid_Concat_XGBoost,0.7067,0.6798,0.7771,0.6368,0.7252,0.4179,0.7652,0.7494
Train3Val_UniProt,center,dna_prot,nt_v2_500m,esm1b_650m,Hybrid_Transformer_XGBoost,0.7089,0.7097,0.7033,0.7145,0.7065,0.4178,0.7818,0.7741
Train3Val_UniProt,center,dna_prot,nt_v2_500m,esmc_600m,Hybrid_Gating_XGBoost,0.7089,0.7097,0.7033,0.7145,0.7065,0.4178,0.771,0.7632
Train3Val_UniProt,cls,dna_prot,nt_v2_500m,esm1b_650m,PyTorch_Transformer,0.7074,0.7322,0.6506,0.7638,0.689,0.4172,0.7534,0.7244
Train3Val_UniProt,mean,dna_prot,nt_v3_650m,esm2_650m,PyTorch_Transformer,0.7074,0.7322,0.6506,0.7638,0.689,0.4172,0.7709,0.7604
Train3Val_UniProt,center,dna_prot,nt_v1_500m,esm2_650m,Hybrid_Transformer_XGBoost,0.7082,0.7086,0.7033,0.713,0.706,0.4163,0.7717,0.7661
Train3Val_UniProt,center,dna_prot,nt_v2_500m,esm2_650m,PyTorch_Concat,0.7074,0.7268,0.6611,0.7534,0.6924,0.4163,0.7699,0.7632
Train3Val_UniProt,mean,bio_dna_geom_prot,nt_v2_500m,esm1b_650m,Hybrid_Transformer_XGBoost,0.7067,0.7341,0.6446,0.7683,0.6864,0.4162,0.7645,0.7534
Train3Val_UniProt,center,dna_prot,nt_v2_500m,esm1b_650m,Hybrid_Concat_XGBoost,0.7074,0.7088,0.7003,0.7145,0.7045,0.4148,0.7751,0.7777
Train3Val_UniProt,mean,dna_geom_prot,nt_v2_500m,esm1b_650m,PyTorch_Gating,0.7044,0.7437,0.6205,0.7877,0.6765,0.4142,0.7746,0.7526
Train3Val_UniProt,cls,dna_prot,nt_v3_650m,esm1b_650m,PyTorch_Concat,0.7067,0.7191,0.6747,0.7384,0.6962,0.414,0.7567,0.739
Train3Val_UniProt,mean,dna_prot,nt_v3_650m,esm2_650m,Hybrid_CrossAttn_XGBoost,0.7067,0.717,0.6792,0.7339,0.6976,0.4138,0.7589,0.7407
Train3Val_UniProt,center,dna_prot,nt_v1_500m,esm2_650m,PyTorch_Concat,0.7067,0.715,0.6837,0.7294,0.699,0.4136,0.7625,0.7572
Train3Val_UniProt,mean,bio_dna_prot,nt_v2_500m,esm1b_650m,Hybrid_Transformer_XGBoost,0.7052,0.6824,0.7636,0.6472,0.7207,0.4135,0.7739,0.753
Train3Val_UniProt,mean,dna_prot,nt_v3_650m,esm2_650m,PyTorch_Concat,0.7067,0.7059,0.7048,0.7085,0.7054,0.4133,0.7696,0.7534
Train3Val_UniProt,cls,prot,,esm1b_650m,PyTorch_Concat,0.7059,0.7201,0.6702,0.7414,0.6942,0.4127,0.7624,0.736
